1739811899.449825 server started (13567): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1739811899.449897 on Darwin 24.2.0 Darwin Kernel Version 24.2.0: Fri Dec  6 18:51:28 PST 2024; root:xnu-11215.61.5~2/RELEASE_ARM64_T8112
1739811899.449906 using libevent 2.1.12-stable select
1739811899.449917 using utf8proc 2.10.0
1739811899.449924 using ncurses 6.5 20240427
1739811899.468542 yylex_token: -F
1739811899.468546 yylex_token: end at WS
1739811899.468549 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468552 yylex_token: end at WS
1739811899.468555 yylex_token: send
1739811899.468557 yylex_token: end at WS
1739811899.468560 yylex_token: -M
1739811899.468563 yylex_token: end at WS
1739811899.468566 yylex_token: copy-mode
1739811899.468569 yylex_token: end at WS
1739811899.468571 yylex_token: -M
1739811899.468575 cmd_parse_build_commands 0:0: bind
1739811899.468578 cmd_parse_build_commands 0:1: -n
1739811899.468581 cmd_parse_build_commands 0:2: MouseDrag1Pane
1739811899.468584 cmd_parse_build_commands 0:3 0:0: if
1739811899.468587 cmd_parse_build_commands 0:3 0:1: -F
1739811899.468590 cmd_parse_build_commands 0:3 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468593 cmd_parse_build_commands 0:3 0:3 0:0: send
1739811899.468596 cmd_parse_build_commands 0:3 0:3 0:1: -M
1739811899.468599 cmd_parse_build_commands 0:3 0:4 0:0: copy-mode
1739811899.468602 cmd_parse_build_commands 0:3 0:4 0:1: -M
1739811899.468606 cmd_parse_build_commands 0:0: if
1739811899.468609 cmd_parse_build_commands 0:1: -F
1739811899.468612 cmd_parse_build_commands 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468615 cmd_parse_build_commands 0:3 0:0: send
1739811899.468618 cmd_parse_build_commands 0:3 0:1: -M
1739811899.468620 cmd_parse_build_commands 0:4 0:0: copy-mode
1739811899.468623 cmd_parse_build_commands 0:4 0:1: -M
1739811899.468627 cmd_parse_build_commands 0:0: send
1739811899.468630 cmd_parse_build_commands 0:1: -M
1739811899.468634 args_parse_flags: next -M
1739811899.468637 args_parse_flags: -M
1739811899.468640 args_parse: flags end at 2 of 2
1739811899.468644 cmd_parse_build_commands: send-keys -M
1739811899.468651 cmd_parse_build_commands 0:0: copy-mode
1739811899.468654 cmd_parse_build_commands 0:1: -M
1739811899.468657 args_parse_flags: next -M
1739811899.468660 args_parse_flags: -M
1739811899.468663 args_parse: flags end at 2 of 2
1739811899.468667 cmd_parse_build_commands: copy-mode -M
1739811899.468670 args_parse_flags: next -F
1739811899.468672 args_parse_flags: -F
1739811899.468676 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468678 args_parse: flags end at 2 of 5
1739811899.468682 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1739811899.468685 args_parse: 3 = send-keys -M (type COMMANDS)
1739811899.468689 args_parse: 4 = copy-mode -M (type COMMANDS)
1739811899.468698 cmd_parse_build_commands: if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1739811899.468701 args_parse_flags: next -n
1739811899.468704 args_parse_flags: -n
1739811899.468706 args_parse_flags: next MouseDrag1Pane
1739811899.468709 args_parse: flags end at 2 of 4
1739811899.468712 args_parse: 2 = MouseDrag1Pane (type STRING)
1739811899.468720 args_parse: 3 = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M } (type COMMANDS)
1739811899.468731 cmd_parse_build_commands: bind-key -n MouseDrag1Pane { if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M } }
1739811899.468736 cmdq_get_command: [bind-key/0x144022470] group 845
1739811899.468739 cmdq_append <global>: [bind-key/0x144022470]
1739811899.468742 yylex_token: end at WS
1739811899.468745 yylex_token: bind
1739811899.468748 yylex_token: end at WS
1739811899.468750 yylex_token: -n
1739811899.468753 yylex_token: end at WS
1739811899.468756 yylex_token: WheelUpPane
1739811899.468759 yylex_token: end at WS
1739811899.468762 yylex_token: if
1739811899.468764 yylex_token: end at WS
1739811899.468767 yylex_token: -F
1739811899.468771 yylex_token: end at WS
1739811899.468774 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468777 yylex_token: end at WS
1739811899.468780 yylex_token: send
1739811899.468783 yylex_token: end at WS
1739811899.468785 yylex_token: -M
1739811899.468788 yylex_token: end at WS
1739811899.468791 yylex_token: copy-mode
1739811899.468794 yylex_token: end at WS
1739811899.468796 yylex_token: -e
1739811899.468800 cmd_parse_build_commands 0:0: bind
1739811899.468803 cmd_parse_build_commands 0:1: -n
1739811899.468806 cmd_parse_build_commands 0:2: WheelUpPane
1739811899.468809 cmd_parse_build_commands 0:3 0:0: if
1739811899.468811 cmd_parse_build_commands 0:3 0:1: -F
1739811899.468814 cmd_parse_build_commands 0:3 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468817 cmd_parse_build_commands 0:3 0:3 0:0: send
1739811899.468820 cmd_parse_build_commands 0:3 0:3 0:1: -M
1739811899.468823 cmd_parse_build_commands 0:3 0:4 0:0: copy-mode
1739811899.468826 cmd_parse_build_commands 0:3 0:4 0:1: -e
1739811899.468830 cmd_parse_build_commands 0:0: if
1739811899.468833 cmd_parse_build_commands 0:1: -F
1739811899.468836 cmd_parse_build_commands 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468838 cmd_parse_build_commands 0:3 0:0: send
1739811899.468841 cmd_parse_build_commands 0:3 0:1: -M
1739811899.468844 cmd_parse_build_commands 0:4 0:0: copy-mode
1739811899.468847 cmd_parse_build_commands 0:4 0:1: -e
1739811899.468851 cmd_parse_build_commands 0:0: send
1739811899.468853 cmd_parse_build_commands 0:1: -M
1739811899.468857 args_parse_flags: next -M
1739811899.468860 args_parse_flags: -M
1739811899.468863 args_parse: flags end at 2 of 2
1739811899.468867 cmd_parse_build_commands: send-keys -M
1739811899.468870 cmd_parse_build_commands 0:0: copy-mode
1739811899.468873 cmd_parse_build_commands 0:1: -e
1739811899.468876 args_parse_flags: next -e
1739811899.468879 args_parse_flags: -e
1739811899.468882 args_parse: flags end at 2 of 2
1739811899.468886 cmd_parse_build_commands: copy-mode -e
1739811899.468889 args_parse_flags: next -F
1739811899.468892 args_parse_flags: -F
1739811899.468895 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.468902 args_parse: flags end at 2 of 5
1739811899.468905 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1739811899.468908 args_parse: 3 = send-keys -M (type COMMANDS)
1739811899.468912 args_parse: 4 = copy-mode -e (type COMMANDS)
1739811899.468920 cmd_parse_build_commands: if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1739811899.468923 args_parse_flags: next -n
1739811899.468926 args_parse_flags: -n
1739811899.468929 args_parse_flags: next WheelUpPane
1739811899.468931 args_parse: flags end at 2 of 4
1739811899.468934 args_parse: 2 = WheelUpPane (type STRING)
1739811899.468942 args_parse: 3 = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e } (type COMMANDS)
1739811899.468952 cmd_parse_build_commands: bind-key -n WheelUpPane { if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e } }
1739811899.468957 cmdq_get_command: [bind-key/0x1440215f0] group 861
1739811899.468960 cmdq_append <global>: [bind-key/0x1440215f0]
1739811899.468963 yylex_token: end at WS
1739811899.468965 yylex_token: bind
1739811899.468968 yylex_token: end at WS
1739811899.468971 yylex_token: -n
1739811899.468974 yylex_token: end at WS
1739811899.468977 yylex_token: MouseDown2Pane
1739811899.468980 yylex_token: end at WS
1739811899.468983 yylex_token: select-pane
1739811899.468986 yylex_token: end at ;
1739811899.468988 yylex_token: -t=
1739811899.468991 yylex_token: end at WS
1739811899.468994 yylex_token: if
1739811899.468997 yylex_token: end at WS
1739811899.468999 yylex_token: -F
1739811899.469004 yylex_token: end at WS
1739811899.469006 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469009 yylex_token: end at WS
1739811899.469012 yylex_token: send
1739811899.469015 yylex_token: end at WS
1739811899.469018 yylex_token: -M
1739811899.469021 yylex_token: end at WS
1739811899.469023 yylex_token: paste
1739811899.469026 yylex_token: end at WS
1739811899.469029 yylex_token: -p
1739811899.469032 cmd_parse_build_commands 0:0: bind
1739811899.469035 cmd_parse_build_commands 0:1: -n
1739811899.469038 cmd_parse_build_commands 0:2: MouseDown2Pane
1739811899.469041 cmd_parse_build_commands 0:3 0:0: select-pane
1739811899.469044 cmd_parse_build_commands 0:3 0:1: -t=
1739811899.469047 cmd_parse_build_commands 0:3 1:0: if
1739811899.469050 cmd_parse_build_commands 0:3 1:1: -F
1739811899.469052 cmd_parse_build_commands 0:3 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469056 cmd_parse_build_commands 0:3 1:3 0:0: send
1739811899.469058 cmd_parse_build_commands 0:3 1:3 0:1: -M
1739811899.469061 cmd_parse_build_commands 0:3 1:4 0:0: paste
1739811899.469064 cmd_parse_build_commands 0:3 1:4 0:1: -p
1739811899.469068 cmd_parse_build_commands 0:0: select-pane
1739811899.469071 cmd_parse_build_commands 0:1: -t=
1739811899.469073 cmd_parse_build_commands 1:0: if
1739811899.469076 cmd_parse_build_commands 1:1: -F
1739811899.469079 cmd_parse_build_commands 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469082 cmd_parse_build_commands 1:3 0:0: send
1739811899.469085 cmd_parse_build_commands 1:3 0:1: -M
1739811899.469088 cmd_parse_build_commands 1:4 0:0: paste
1739811899.469091 cmd_parse_build_commands 1:4 0:1: -p
1739811899.469095 args_parse_flags: next -t=
1739811899.469098 args_parse_flag_argument: -t = =
1739811899.469100 args_parse: flags end at 2 of 2
1739811899.469104 cmd_parse_build_commands 0:0: send
1739811899.469107 cmd_parse_build_commands 0:1: -M
1739811899.469111 args_parse_flags: next -M
1739811899.469114 args_parse_flags: -M
1739811899.469117 args_parse: flags end at 2 of 2
1739811899.469120 cmd_parse_build_commands: send-keys -M
1739811899.469123 cmd_parse_build_commands 0:0: paste
1739811899.469126 cmd_parse_build_commands 0:1: -p
1739811899.469130 args_parse_flags: next -p
1739811899.469133 args_parse_flags: -p
1739811899.469136 args_parse: flags end at 2 of 2
1739811899.469140 cmd_parse_build_commands: paste-buffer -p
1739811899.469147 args_parse_flags: next -F
1739811899.469149 args_parse_flags: -F
1739811899.469152 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469155 args_parse: flags end at 2 of 5
1739811899.469158 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1739811899.469162 args_parse: 3 = send-keys -M (type COMMANDS)
1739811899.469166 args_parse: 4 = paste-buffer -p (type COMMANDS)
1739811899.469176 cmd_parse_build_commands: select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1739811899.469179 args_parse_flags: next -n
1739811899.469182 args_parse_flags: -n
1739811899.469185 args_parse_flags: next MouseDown2Pane
1739811899.469187 args_parse: flags end at 2 of 4
1739811899.469190 args_parse: 2 = MouseDown2Pane (type STRING)
1739811899.469200 args_parse: 3 = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p } (type COMMANDS)
1739811899.469212 cmd_parse_build_commands: bind-key -n MouseDown2Pane { select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p } }
1739811899.469217 cmdq_get_command: [bind-key/0x144021ed0] group 877
1739811899.469220 cmdq_append <global>: [bind-key/0x144021ed0]
1739811899.469223 yylex_token: end at WS
1739811899.469226 yylex_token: bind
1739811899.469229 yylex_token: end at WS
1739811899.469232 yylex_token: -n
1739811899.469235 yylex_token: end at WS
1739811899.469238 yylex_token: DoubleClick1Pane
1739811899.469241 yylex_token: end at WS
1739811899.469244 yylex_token: select-pane
1739811899.469247 yylex_token: end at ;
1739811899.469250 yylex_token: -t=
1739811899.469253 yylex_token: end at WS
1739811899.469255 yylex_token: if
1739811899.469258 yylex_token: end at WS
1739811899.469261 yylex_token: -F
1739811899.469265 yylex_token: end at WS
1739811899.469268 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469271 yylex_token: end at WS
1739811899.469274 yylex_token: send
1739811899.469277 yylex_token: end at WS
1739811899.469279 yylex_token: -M
1739811899.469282 yylex_token: end at WS
1739811899.469285 yylex_token: copy-mode
1739811899.469288 yylex_token: end at ;
1739811899.469290 yylex_token: -H
1739811899.469294 yylex_token: end at WS
1739811899.469296 yylex_token: send
1739811899.469299 yylex_token: end at WS
1739811899.469302 yylex_token: -X
1739811899.469305 yylex_token: end at ;
1739811899.469307 yylex_token: select-word
1739811899.469310 yylex_token: end at WS
1739811899.469313 yylex_token: run
1739811899.469316 yylex_token: end at ;
1739811899.469319 yylex_token: -d0.3
1739811899.469322 yylex_token: end at WS
1739811899.469324 yylex_token: send
1739811899.469327 yylex_token: end at WS
1739811899.469330 yylex_token: -X
1739811899.469334 yylex_token: end at WS
1739811899.469336 yylex_token: copy-pipe-and-cancel
1739811899.469340 cmd_parse_build_commands 0:0: bind
1739811899.469343 cmd_parse_build_commands 0:1: -n
1739811899.469346 cmd_parse_build_commands 0:2: DoubleClick1Pane
1739811899.469349 cmd_parse_build_commands 0:3 0:0: select-pane
1739811899.469352 cmd_parse_build_commands 0:3 0:1: -t=
1739811899.469355 cmd_parse_build_commands 0:3 1:0: if
1739811899.469357 cmd_parse_build_commands 0:3 1:1: -F
1739811899.469361 cmd_parse_build_commands 0:3 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469364 cmd_parse_build_commands 0:3 1:3 0:0: send
1739811899.469366 cmd_parse_build_commands 0:3 1:3 0:1: -M
1739811899.469369 cmd_parse_build_commands 0:3 1:4 0:0: copy-mode
1739811899.469372 cmd_parse_build_commands 0:3 1:4 0:1: -H
1739811899.469375 cmd_parse_build_commands 0:3 1:4 1:0: send
1739811899.469378 cmd_parse_build_commands 0:3 1:4 1:1: -X
1739811899.469381 cmd_parse_build_commands 0:3 1:4 1:2: select-word
1739811899.469384 cmd_parse_build_commands 0:3 1:4 2:0: run
1739811899.469386 cmd_parse_build_commands 0:3 1:4 2:1: -d0.3
1739811899.469389 cmd_parse_build_commands 0:3 1:4 3:0: send
1739811899.469392 cmd_parse_build_commands 0:3 1:4 3:1: -X
1739811899.469402 cmd_parse_build_commands 0:3 1:4 3:2: copy-pipe-and-cancel
1739811899.469406 cmd_parse_build_commands 0:0: select-pane
1739811899.469409 cmd_parse_build_commands 0:1: -t=
1739811899.469412 cmd_parse_build_commands 1:0: if
1739811899.469415 cmd_parse_build_commands 1:1: -F
1739811899.469418 cmd_parse_build_commands 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469421 cmd_parse_build_commands 1:3 0:0: send
1739811899.469424 cmd_parse_build_commands 1:3 0:1: -M
1739811899.469427 cmd_parse_build_commands 1:4 0:0: copy-mode
1739811899.469429 cmd_parse_build_commands 1:4 0:1: -H
1739811899.469432 cmd_parse_build_commands 1:4 1:0: send
1739811899.469435 cmd_parse_build_commands 1:4 1:1: -X
1739811899.469438 cmd_parse_build_commands 1:4 1:2: select-word
1739811899.469441 cmd_parse_build_commands 1:4 2:0: run
1739811899.469443 cmd_parse_build_commands 1:4 2:1: -d0.3
1739811899.469446 cmd_parse_build_commands 1:4 3:0: send
1739811899.469449 cmd_parse_build_commands 1:4 3:1: -X
1739811899.469452 cmd_parse_build_commands 1:4 3:2: copy-pipe-and-cancel
1739811899.469456 args_parse_flags: next -t=
1739811899.469459 args_parse_flag_argument: -t = =
1739811899.469462 args_parse: flags end at 2 of 2
1739811899.469466 cmd_parse_build_commands 0:0: send
1739811899.469469 cmd_parse_build_commands 0:1: -M
1739811899.469473 args_parse_flags: next -M
1739811899.469475 args_parse_flags: -M
1739811899.469478 args_parse: flags end at 2 of 2
1739811899.469482 cmd_parse_build_commands: send-keys -M
1739811899.469485 cmd_parse_build_commands 0:0: copy-mode
1739811899.469488 cmd_parse_build_commands 0:1: -H
1739811899.469491 cmd_parse_build_commands 1:0: send
1739811899.469494 cmd_parse_build_commands 1:1: -X
1739811899.469496 cmd_parse_build_commands 1:2: select-word
1739811899.469499 cmd_parse_build_commands 2:0: run
1739811899.469502 cmd_parse_build_commands 2:1: -d0.3
1739811899.469505 cmd_parse_build_commands 3:0: send
1739811899.469508 cmd_parse_build_commands 3:1: -X
1739811899.469510 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1739811899.469514 args_parse_flags: next -H
1739811899.469517 args_parse_flags: -H
1739811899.469519 args_parse: flags end at 2 of 2
1739811899.469524 args_parse_flags: next -X
1739811899.469526 args_parse_flags: -X
1739811899.469529 args_parse_flags: next select-word
1739811899.469532 args_parse: flags end at 2 of 3
1739811899.469535 args_parse: 2 = select-word (type STRING)
1739811899.469539 args_parse_flags: next -d0.3
1739811899.469542 args_parse_flag_argument: -d = 0.3
1739811899.469545 args_parse: flags end at 2 of 2
1739811899.469550 args_parse_flags: next -X
1739811899.469554 args_parse_flags: -X
1739811899.469557 args_parse_flags: next copy-pipe-and-cancel
1739811899.469561 args_parse: flags end at 2 of 3
1739811899.469565 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1739811899.469577 cmd_parse_build_commands: copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1739811899.469581 args_parse_flags: next -F
1739811899.469585 args_parse_flags: -F
1739811899.469589 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1739811899.469592 args_parse: flags end at 2 of 5
1739811899.469596 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1739811899.469600 args_parse: 3 = send-keys -M (type COMMANDS)
1739811899.469609 args_parse: 4 = copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1739811899.469625 cmd_parse_build_commands: select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1739811899.469628 args_parse_flags: next -n
1739811899.469631 args_parse_flags: -n
1739811899.469634 args_parse_flags: next DoubleClick1Pane
1739811899.469637 args_parse: flags end at 2 of 4
1739811899.469640 args_parse: 2 = DoubleClick1Pane (type STRING)
1739811899.469654 args_parse: 3 = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel } (type COMMANDS)
1739811899.469676 cmd_parse_build_commands: bind-key -n DoubleClick1Pane { select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel } }
1739811899.469683 cmdq_get_command: [bind-key/0x1440226c0] group 894
1739811899.469686 cmdq_append <global>: [bind-key/0x1440226c0]
1739811899.469689 yylex_token: end at WS
1739811899.469692 yylex_token: bind
1739811899.469695 yylex_token: end at WS
